id,grado,nivel,scores,tiempo,resultado,juego
88540,1,1,24,45,NO APRENDIO,1
88541,6,1,9,39,NO APRENDIO,1
88542,1,2,5,3,APRENDIO,1
88543,3,3,6,6,APRENDIO,1
88544,6,2,24,41,NO APRENDIO,1
88545,2,1,18,28,NO APRENDIO,1
88546,6,2,4,35,NO APRENDIO,1
88547,4,2,25,15,APRENDIO,1
88548,3,1,28,25,NO APRENDIO,1
88549,5,2,10,36,NO APRENDIO,1
88550,5,1,15,21,NO APRENDIO,1
88551,5,1,24,30,NO APRENDIO,1
88552,2,1,22,40,NO APRENDIO,1
88553,6,2,8,14,APRENDIO,1
88554,5,2,16,46,NO APRENDIO,1
88555,3,3,14,2,APRENDIO,1
88556,5,2,28,12,APRENDIO,1
88557,4,2,27,19,APRENDIO,1
88558,3,1,13,32,NO APRENDIO,1
88559,1,1,14,48,NO APRENDIO,1
88560,3,3,17,33,APRENDIO,1
88561,1,3,29,32,NO APRENDIO,1
88562,6,3,5,8,APRENDIO,1
88563,4,2,4,45,NO APRENDIO,1
88564,3,2,24,45,NO APRENDIO,1
88565,6,1,12,20,NO APRENDIO,1
88566,1,2,14,30,NO APRENDIO,1
88567,6,3,9,12,APRENDIO,1
88568,3,2,16,35,NO APRENDIO,1
88569,6,2,22,16,APRENDIO,1
88570,4,3,3,46,NO APRENDIO,1
88571,3,2,30,12,NO APRENDIO,1
88572,1,3,13,32,APRENDIO,1
88573,6,1,1,39,NO APRENDIO,1
88574,5,3,4,14,APRENDIO,1
88575,1,1,10,29,NO APRENDIO,1
88576,6,2,6,28,NO APRENDIO,1
88577,6,1,10,36,NO APRENDIO,1
88578,2,1,28,38,NO APRENDIO,1
88579,2,3,29,31,NO APRENDIO,1
88580,2,3,2,50,NO APRENDIO,1
88581,4,1,9,43,NO APRENDIO,1
88582,6,2,13,26,NO APRENDIO,1
88583,1,1,1,14,APRENDIO,1
88584,1,3,22,2,APRENDIO,1
88585,3,2,16,27,NO APRENDIO,1
88586,2,3,14,34,APRENDIO,1
88587,2,2,4,31,NO APRENDIO,1
88588,6,3,25,39,NO APRENDIO,1
88589,6,3,8,7,APRENDIO,1
88590,6,3,26,10,NO APRENDIO,1
88591,3,2,29,33,NO APRENDIO,1
88592,3,1,18,13,NO APRENDIO,1
88593,3,1,2,24,NO APRENDIO,1
88594,3,1,16,32,NO APRENDIO,1
88595,2,2,10,2,APRENDIO,1
88596,5,3,3,23,APRENDIO,1
88597,2,2,23,7,APRENDIO,1
88598,5,1,13,49,NO APRENDIO,1
88599,3,2,14,36,NO APRENDIO,1
88600,1,1,26,19,NO APRENDIO,1
88601,5,2,10,16,APRENDIO,1
88602,2,2,11,40,NO APRENDIO,1
88603,3,2,22,1,APRENDIO,1
88604,6,1,16,15,NO APRENDIO,1
88605,3,2,16,12,APRENDIO,1
88606,6,2,17,45,NO APRENDIO,1
88607,2,1,2,33,NO APRENDIO,1
88608,6,1,30,29,NO APRENDIO,1
88609,4,2,13,32,NO APRENDIO,1
88610,4,1,12,16,NO APRENDIO,1
88611,2,1,17,7,NO APRENDIO,1
88612,6,3,16,33,APRENDIO,1
88613,6,2,16,32,NO APRENDIO,1
88614,5,2,7,33,NO APRENDIO,1
88615,6,1,29,11,NO APRENDIO,1
88616,6,2,30,6,NO APRENDIO,1
88617,6,3,30,48,NO APRENDIO,1
88618,5,2,14,32,NO APRENDIO,1
88619,3,3,28,23,NO APRENDIO,1
88620,3,2,8,41,NO APRENDIO,1
88621,3,2,2,26,NO APRENDIO,1
88622,3,1,23,2,NO APRENDIO,1
88623,5,2,8,21,APRENDIO,1
88624,3,3,6,16,APRENDIO,1
88625,2,3,5,27,APRENDIO,1
88626,3,3,17,36,NO APRENDIO,1
88627,2,2,5,41,NO APRENDIO,1
88628,4,1,22,37,NO APRENDIO,1
88629,4,1,28,15,NO APRENDIO,1
88630,3,3,21,3,APRENDIO,1
88631,6,3,28,11,NO APRENDIO,1
88632,3,2,8,44,NO APRENDIO,1
88633,4,2,18,43,NO APRENDIO,1
88634,1,3,6,3,APRENDIO,1
88635,1,2,8,1,APRENDIO,1
88636,5,2,29,13,NO APRENDIO,1
88637,4,2,6,27,NO APRENDIO,1
88638,1,2,12,6,APRENDIO,1
88639,3,1,23,24,NO APRENDIO,1
88640,4,3,27,46,NO APRENDIO,1
88641,5,2,19,45,NO APRENDIO,1
88642,5,3,3,4,APRENDIO,1
88643,3,3,9,12,APRENDIO,1
88644,3,1,28,14,NO APRENDIO,1
88645,6,1,16,40,NO APRENDIO,1
88646,1,3,1,1,APRENDIO,1
88647,3,3,12,32,APRENDIO,1
88648,6,3,20,12,APRENDIO,1
88649,4,3,2,43,NO APRENDIO,1
88650,6,1,27,8,NO APRENDIO,1
88651,5,3,23,25,NO APRENDIO,1
88652,4,2,13,40,NO APRENDIO,1
88653,3,3,9,18,APRENDIO,1
88654,5,3,29,31,NO APRENDIO,1
88655,6,2,19,40,NO APRENDIO,1
88656,5,1,1,12,APRENDIO,1
88657,6,3,19,24,APRENDIO,1
88658,5,3,26,10,NO APRENDIO,1
88659,3,3,4,8,APRENDIO,1
88660,4,1,3,3,APRENDIO,1
88661,2,2,28,33,NO APRENDIO,1
88662,3,3,21,6,APRENDIO,1
88663,2,3,17,22,APRENDIO,1
88664,1,1,22,34,NO APRENDIO,1
88665,4,1,10,45,NO APRENDIO,1
88666,1,3,26,39,NO APRENDIO,1
88667,6,2,1,47,NO APRENDIO,1
88668,2,1,17,3,NO APRENDIO,1
88669,1,2,29,38,NO APRENDIO,1
88670,4,3,24,36,NO APRENDIO,1
88671,5,3,7,41,NO APRENDIO,1
88672,2,3,29,3,NO APRENDIO,1
88673,3,3,14,45,NO APRENDIO,1
88674,1,2,28,44,NO APRENDIO,1
88675,4,2,6,35,NO APRENDIO,1
88676,1,3,7,2,APRENDIO,1
88677,3,3,16,3,APRENDIO,1
88678,6,2,4,23,APRENDIO,1
88679,1,2,9,47,NO APRENDIO,1
88680,3,3,27,4,NO APRENDIO,1
88681,1,2,18,34,NO APRENDIO,1
88682,3,2,14,27,NO APRENDIO,1
88683,5,3,6,46,NO APRENDIO,1
88684,1,3,21,23,APRENDIO,1
88685,2,2,27,44,NO APRENDIO,1
88686,6,3,15,16,APRENDIO,1
88687,2,3,3,12,APRENDIO,1
88688,2,1,3,41,NO APRENDIO,1
88689,6,3,17,27,APRENDIO,1
88690,5,3,11,39,NO APRENDIO,1
88691,3,1,24,8,NO APRENDIO,1
88692,1,3,2,26,APRENDIO,1
88693,3,2,2,32,NO APRENDIO,1
88694,1,2,13,18,APRENDIO,1
88695,4,1,11,11,APRENDIO,1
88696,1,3,11,14,APRENDIO,1
88697,3,3,5,6,APRENDIO,1
88698,2,1,16,44,NO APRENDIO,1
88699,3,2,1,37,NO APRENDIO,1
88700,3,3,4,18,APRENDIO,1
88701,6,1,12,22,NO APRENDIO,1
88702,5,3,9,11,APRENDIO,1
88703,3,3,24,36,NO APRENDIO,1
88704,6,2,18,36,NO APRENDIO,1
88705,2,2,4,7,APRENDIO,1
88706,4,1,10,48,NO APRENDIO,1
88707,1,3,3,22,APRENDIO,1
88708,5,3,16,35,APRENDIO,1
88709,2,1,11,26,NO APRENDIO,1
88710,1,2,5,46,NO APRENDIO,1
88711,6,2,11,43,NO APRENDIO,1
88712,1,3,28,28,NO APRENDIO,1
88713,2,1,1,12,APRENDIO,1
88714,3,2,5,20,APRENDIO,1
88715,2,2,11,16,APRENDIO,1
88716,2,3,7,24,APRENDIO,1
88717,4,3,20,48,NO APRENDIO,1
88718,1,3,8,50,NO APRENDIO,1
88719,3,1,29,47,NO APRENDIO,1
88720,1,2,27,17,APRENDIO,1
88721,3,3,24,45,NO APRENDIO,1
88722,3,3,30,31,NO APRENDIO,1
88723,3,3,21,12,APRENDIO,1
88724,1,3,23,18,NO APRENDIO,1
88725,2,1,3,45,NO APRENDIO,1
88726,6,3,25,25,NO APRENDIO,1
88727,4,2,26,6,APRENDIO,1
88728,5,1,7,6,APRENDIO,1
88729,1,3,15,22,APRENDIO,1
88730,6,3,12,9,APRENDIO,1
88731,2,3,15,43,NO APRENDIO,1
88732,1,2,17,49,NO APRENDIO,1
88733,4,1,19,9,NO APRENDIO,1
88734,2,3,8,22,APRENDIO,1
88735,1,3,12,37,NO APRENDIO,1
88736,1,2,11,50,NO APRENDIO,1
88737,2,1,17,27,NO APRENDIO,1
88738,1,1,23,29,NO APRENDIO,1
88739,5,3,19,31,APRENDIO,1
88740,6,2,29,40,NO APRENDIO,1
88741,5,1,5,35,NO APRENDIO,1
88742,2,2,11,26,NO APRENDIO,1
88743,2,3,30,1,NO APRENDIO,1
88744,5,3,30,17,NO APRENDIO,1
88745,6,1,17,28,NO APRENDIO,1
88746,5,1,29,37,NO APRENDIO,1
88747,6,3,23,36,NO APRENDIO,1
88748,4,1,5,32,NO APRENDIO,1
88749,5,1,27,14,NO APRENDIO,1
88750,5,2,22,42,NO APRENDIO,1
88751,1,1,15,37,NO APRENDIO,1
88752,1,1,10,38,NO APRENDIO,1
88753,6,1,26,48,NO APRENDIO,1
88754,5,2,25,47,NO APRENDIO,1
88755,2,1,22,12,NO APRENDIO,1
88756,2,1,20,42,NO APRENDIO,1
88757,1,1,27,1,NO APRENDIO,1
88758,1,3,20,42,NO APRENDIO,1
88759,6,2,2,30,NO APRENDIO,1
88760,2,1,13,30,NO APRENDIO,1
88761,6,1,20,32,NO APRENDIO,1
88762,5,1,28,42,NO APRENDIO,1
88763,6,2,22,18,APRENDIO,1
88764,5,3,27,35,NO APRENDIO,1
88765,4,2,20,34,NO APRENDIO,1
88766,2,1,27,2,NO APRENDIO,1
88767,3,2,10,43,NO APRENDIO,1
88768,3,2,4,39,NO APRENDIO,1
88769,5,1,2,5,APRENDIO,1
88770,3,3,5,41,NO APRENDIO,1
88771,2,1,2,8,APRENDIO,1
88772,4,2,29,18,NO APRENDIO,1
88773,1,2,23,22,APRENDIO,1
88774,3,2,25,50,NO APRENDIO,1
88775,5,3,18,2,APRENDIO,1
88776,4,1,23,31,NO APRENDIO,1
88777,3,3,23,16,NO APRENDIO,1
88778,1,2,6,13,APRENDIO,1
88779,3,3,14,4,APRENDIO,1
88780,3,3,26,38,NO APRENDIO,1
88781,4,1,6,39,NO APRENDIO,1
88782,5,2,13,12,APRENDIO,1
88783,2,3,26,27,NO APRENDIO,1
88784,5,2,20,22,APRENDIO,1
88785,5,2,6,24,APRENDIO,1
88786,6,2,15,33,NO APRENDIO,1
88787,4,2,25,1,APRENDIO,1
88788,5,2,24,6,APRENDIO,1
88789,3,2,27,5,APRENDIO,1
88790,4,3,4,27,APRENDIO,1
88791,1,1,15,48,NO APRENDIO,1
88792,6,1,23,34,NO APRENDIO,1
88793,1,1,22,35,NO APRENDIO,1
88794,4,3,20,8,APRENDIO,1
88795,3,3,19,49,NO APRENDIO,1
88796,1,3,30,32,NO APRENDIO,1
88797,2,1,22,30,NO APRENDIO,1
88798,3,2,10,12,APRENDIO,1
88799,5,1,8,45,NO APRENDIO,1
88800,5,3,16,4,APRENDIO,1
88801,5,1,30,36,NO APRENDIO,1
88802,5,3,28,1,NO APRENDIO,1
88803,5,1,18,42,NO APRENDIO,1
88804,6,3,4,11,APRENDIO,1
88805,5,1,4,12,APRENDIO,1
88806,3,1,13,35,NO APRENDIO,1
88807,3,2,21,43,NO APRENDIO,1
88808,6,2,16,36,NO APRENDIO,1
88809,3,2,29,10,NO APRENDIO,1
88810,6,2,1,25,APRENDIO,1
88811,2,3,28,16,NO APRENDIO,1
88812,3,1,17,49,NO APRENDIO,1
88813,3,2,11,19,APRENDIO,1
88814,5,2,6,41,NO APRENDIO,1
88815,5,2,4,17,APRENDIO,1
88816,5,3,21,17,APRENDIO,1
88817,3,2,9,4,APRENDIO,1
88818,4,1,21,47,NO APRENDIO,1
88819,6,3,30,41,NO APRENDIO,1
88820,3,3,6,41,NO APRENDIO,1
88821,2,2,18,48,NO APRENDIO,1
88822,4,3,2,43,NO APRENDIO,1
88823,6,2,26,38,NO APRENDIO,1
88824,1,2,6,5,APRENDIO,1
88825,4,3,30,24,NO APRENDIO,1
88826,4,1,23,50,NO APRENDIO,1
88827,2,3,25,1,NO APRENDIO,1
88828,6,3,28,47,NO APRENDIO,1
88829,6,2,8,10,APRENDIO,1
88830,4,3,1,1,APRENDIO,1
88831,4,1,26,35,NO APRENDIO,1
88832,4,1,17,29,NO APRENDIO,1
88833,2,1,10,24,NO APRENDIO,1
88834,1,1,17,19,NO APRENDIO,1
88835,5,1,20,31,NO APRENDIO,1
88836,3,1,12,21,NO APRENDIO,1
88837,1,2,3,43,NO APRENDIO,1
88838,4,3,19,33,APRENDIO,1
88839,4,1,12,49,NO APRENDIO,1
88840,2,1,24,6,NO APRENDIO,1
88841,3,2,29,26,NO APRENDIO,1
88842,1,3,1,39,NO APRENDIO,1
88843,1,1,24,14,NO APRENDIO,1
88844,4,3,8,41,NO APRENDIO,1
88845,2,2,19,1,APRENDIO,1
88846,3,2,14,44,NO APRENDIO,1
88847,3,3,29,48,NO APRENDIO,1
88848,3,3,5,34,APRENDIO,1
88849,6,3,9,12,APRENDIO,1
88850,1,2,14,30,NO APRENDIO,1
88851,2,2,24,15,APRENDIO,1
88852,3,3,1,22,APRENDIO,1
88853,5,1,27,42,NO APRENDIO,1
88854,4,3,24,35,NO APRENDIO,1
88855,3,2,5,11,APRENDIO,1
88856,5,2,16,40,NO APRENDIO,1
88857,4,3,13,18,APRENDIO,1
88858,5,3,1,26,APRENDIO,1
88859,1,1,22,5,NO APRENDIO,1
88860,5,1,6,17,NO APRENDIO,1
88861,5,1,23,23,NO APRENDIO,1
88862,3,1,10,31,NO APRENDIO,1
88863,4,2,2,20,APRENDIO,1
88864,5,3,5,1,APRENDIO,1
88865,1,3,30,10,NO APRENDIO,1
88866,6,1,4,39,NO APRENDIO,1
88867,1,1,28,43,NO APRENDIO,1
88868,3,3,11,18,APRENDIO,1
88869,6,2,11,47,NO APRENDIO,1
88870,2,3,5,6,APRENDIO,1
88871,5,3,18,32,APRENDIO,1
88872,4,2,4,12,APRENDIO,1
88873,3,1,22,42,NO APRENDIO,1
88874,5,1,18,40,NO APRENDIO,1
88875,5,2,18,38,NO APRENDIO,1
88876,6,3,5,21,APRENDIO,1
88877,4,1,22,23,NO APRENDIO,1
88878,4,2,28,46,NO APRENDIO,1
88879,5,1,16,21,NO APRENDIO,1
88880,4,1,4,5,APRENDIO,1
88881,6,1,23,49,NO APRENDIO,1
88882,5,1,7,40,NO APRENDIO,1
88883,1,1,17,13,NO APRENDIO,1
88884,4,3,29,50,NO APRENDIO,1
88885,1,1,6,10,APRENDIO,1
88886,3,1,22,15,NO APRENDIO,1
88887,5,2,30,19,NO APRENDIO,1
88888,3,1,19,33,NO APRENDIO,1
88889,3,1,30,33,NO APRENDIO,1
88890,2,3,5,13,APRENDIO,1
88891,2,1,14,43,NO APRENDIO,1
88892,5,1,10,17,NO APRENDIO,1
88893,6,2,10,19,APRENDIO,1
88894,1,2,13,49,NO APRENDIO,1
88895,1,2,4,35,NO APRENDIO,1
88896,1,1,2,4,APRENDIO,1
88897,1,2,6,10,APRENDIO,1
88898,3,1,16,39,NO APRENDIO,1
88899,6,1,12,39,NO APRENDIO,1
88900,2,3,2,6,APRENDIO,1
88901,1,3,14,31,APRENDIO,1
88902,6,2,10,45,NO APRENDIO,1
88903,3,1,11,48,NO APRENDIO,1
88904,3,2,11,31,NO APRENDIO,1
88905,5,3,29,44,NO APRENDIO,1
88906,1,1,3,41,NO APRENDIO,1
88907,5,1,13,6,NO APRENDIO,1
88908,3,1,13,49,NO APRENDIO,1
88909,3,1,8,27,NO APRENDIO,1
88910,2,2,28,49,NO APRENDIO,1
88911,3,1,24,11,NO APRENDIO,1
88912,3,1,25,7,NO APRENDIO,1
88913,5,2,17,35,NO APRENDIO,1
88914,4,2,15,41,NO APRENDIO,1
88915,6,3,27,35,NO APRENDIO,1
88916,2,3,5,11,APRENDIO,1
88917,4,2,28,44,NO APRENDIO,1
88918,5,1,13,27,NO APRENDIO,1
88919,3,3,13,40,NO APRENDIO,1
88920,2,1,14,11,NO APRENDIO,1
88921,6,2,23,46,NO APRENDIO,1
88922,1,3,27,10,NO APRENDIO,1
88923,6,3,2,25,APRENDIO,1
88924,6,2,27,40,NO APRENDIO,1
88925,1,1,28,9,NO APRENDIO,1
88926,1,1,18,24,NO APRENDIO,1
88927,3,1,23,11,NO APRENDIO,1
88928,2,2,18,48,NO APRENDIO,1
88929,2,3,8,3,APRENDIO,1
88930,3,1,1,5,APRENDIO,1
88931,6,1,17,28,NO APRENDIO,1
88932,4,3,8,21,APRENDIO,1
88933,5,1,20,42,NO APRENDIO,1
88934,2,2,22,48,NO APRENDIO,1
88935,3,2,20,14,APRENDIO,1
88936,3,2,6,30,NO APRENDIO,1
88937,2,3,6,46,NO APRENDIO,1
88938,4,1,9,16,NO APRENDIO,1
88939,2,1,16,16,NO APRENDIO,1
88940,5,3,9,31,APRENDIO,1
88941,2,2,30,21,NO APRENDIO,1
88942,1,2,11,25,APRENDIO,1
88943,5,3,28,10,NO APRENDIO,1
88944,3,3,5,29,APRENDIO,1
88945,1,3,26,3,NO APRENDIO,1
88946,1,3,10,3,APRENDIO,1
88947,4,1,5,5,APRENDIO,1
88948,1,1,4,45,NO APRENDIO,1
88949,1,1,21,8,NO APRENDIO,1
88950,2,2,23,28,NO APRENDIO,1
88951,2,2,23,35,NO APRENDIO,1
88952,3,2,14,9,APRENDIO,1
88953,6,2,5,21,APRENDIO,1
88954,5,2,17,4,APRENDIO,1
88955,2,3,29,27,NO APRENDIO,1
88956,5,2,7,46,NO APRENDIO,1
88957,5,2,6,6,APRENDIO,1
88958,1,2,22,24,APRENDIO,1
88959,4,2,24,14,APRENDIO,1
88960,3,3,29,24,NO APRENDIO,1
88961,2,3,30,28,NO APRENDIO,1
88962,5,2,19,7,APRENDIO,1
88963,6,1,21,7,NO APRENDIO,1
88964,1,2,10,32,NO APRENDIO,1
88965,5,1,19,14,NO APRENDIO,1
88966,5,1,10,3,APRENDIO,1
88967,3,3,28,22,NO APRENDIO,1
88968,2,2,25,22,APRENDIO,1
88969,1,3,20,7,APRENDIO,1
88970,1,1,2,50,NO APRENDIO,1
88971,6,3,27,48,NO APRENDIO,1
88972,5,3,23,23,NO APRENDIO,1
88973,4,2,30,15,NO APRENDIO,1
88974,5,3,16,42,NO APRENDIO,1
88975,6,3,11,13,APRENDIO,1
88976,2,2,3,43,NO APRENDIO,1
88977,4,1,23,32,NO APRENDIO,1
88978,6,1,18,2,NO APRENDIO,1
88979,1,2,26,48,NO APRENDIO,1
88980,5,2,13,11,APRENDIO,1
88981,1,3,26,13,NO APRENDIO,1
88982,2,2,18,34,NO APRENDIO,1
88983,3,2,2,7,APRENDIO,1
88984,1,1,11,44,NO APRENDIO,1
88985,3,1,20,50,NO APRENDIO,1
88986,3,1,9,20,NO APRENDIO,1
88987,6,2,26,11,APRENDIO,1
88988,5,3,27,40,NO APRENDIO,1
88989,4,2,7,46,NO APRENDIO,1
88990,6,2,27,38,NO APRENDIO,1
88991,6,3,28,17,NO APRENDIO,1
88992,1,3,29,31,NO APRENDIO,1
88993,5,3,12,34,APRENDIO,1
88994,2,1,25,5,NO APRENDIO,1
88995,1,3,14,8,APRENDIO,1
88996,5,1,22,20,NO APRENDIO,1
88997,1,3,11,21,APRENDIO,1
88998,3,2,29,13,NO APRENDIO,1
88999,2,3,4,31,APRENDIO,1
89000,6,3,20,20,APRENDIO,1
89001,4,1,18,15,NO APRENDIO,1
89002,2,1,3,9,APRENDIO,1
89003,2,3,6,32,APRENDIO,1
89004,1,1,3,6,APRENDIO,1
89005,2,2,17,10,APRENDIO,1
89006,1,3,8,29,APRENDIO,1
89007,1,2,3,22,APRENDIO,1
89008,3,2,7,46,NO APRENDIO,1
89009,1,1,23,27,NO APRENDIO,1
89010,4,1,23,22,NO APRENDIO,1
89011,5,2,26,48,NO APRENDIO,1
89012,6,1,18,22,NO APRENDIO,1
89013,4,3,7,47,NO APRENDIO,1
89014,4,1,26,9,NO APRENDIO,1
89015,5,1,3,11,APRENDIO,1
89016,6,3,15,15,APRENDIO,1
89017,6,3,28,24,NO APRENDIO,1
89018,1,1,12,33,NO APRENDIO,1
89019,5,1,19,7,NO APRENDIO,1
89020,5,3,18,20,APRENDIO,1
89021,1,3,25,40,NO APRENDIO,1
89022,1,3,29,21,NO APRENDIO,1
89023,6,3,24,45,NO APRENDIO,1
89024,3,2,23,30,NO APRENDIO,1
89025,6,2,19,49,NO APRENDIO,1
89026,4,1,3,12,APRENDIO,1
89027,2,3,30,2,NO APRENDIO,1
89028,4,1,18,46,NO APRENDIO,1
89029,1,2,13,8,APRENDIO,1
89030,6,2,19,26,NO APRENDIO,1
89031,2,3,27,16,NO APRENDIO,1
89032,6,3,3,47,NO APRENDIO,1
89033,5,1,2,5,APRENDIO,1
89034,4,1,29,15,NO APRENDIO,1
89035,4,2,19,22,APRENDIO,1
89036,5,2,16,41,NO APRENDIO,1
89037,3,3,21,32,APRENDIO,1
89038,4,1,16,3,NO APRENDIO,1
89039,6,3,28,46,NO APRENDIO,1
89040,3,2,22,30,NO APRENDIO,1
89041,5,1,2,14,APRENDIO,1
89042,1,1,1,11,APRENDIO,1
89043,3,2,21,48,NO APRENDIO,1
89044,3,3,17,36,NO APRENDIO,1
89045,1,2,9,16,APRENDIO,1
89046,1,1,11,22,NO APRENDIO,1
89047,2,1,15,19,NO APRENDIO,1
89048,2,2,11,14,APRENDIO,1
89049,5,2,13,50,NO APRENDIO,1
89050,3,3,3,7,APRENDIO,1
89051,1,3,21,39,NO APRENDIO,1
89052,6,1,11,1,APRENDIO,1
89053,4,3,30,32,NO APRENDIO,1
89054,1,2,25,15,APRENDIO,1
89055,2,3,3,39,NO APRENDIO,1
89056,4,3,29,10,NO APRENDIO,1
89057,2,3,12,32,APRENDIO,1
89058,6,2,26,49,NO APRENDIO,1
89059,3,3,12,39,NO APRENDIO,1
89060,4,1,21,43,NO APRENDIO,1
89061,4,1,21,28,NO APRENDIO,1
89062,4,1,23,33,NO APRENDIO,1
89063,5,1,3,15,APRENDIO,1
89064,5,1,16,38,NO APRENDIO,1
89065,5,3,18,30,APRENDIO,1
89066,2,3,20,39,NO APRENDIO,1
89067,2,1,22,5,NO APRENDIO,1
89068,4,2,23,4,APRENDIO,1
89069,1,2,17,13,APRENDIO,1
89070,6,2,16,22,APRENDIO,1
89071,2,1,28,47,NO APRENDIO,1
89072,1,2,12,2,APRENDIO,1
89073,1,2,19,33,NO APRENDIO,1
89074,1,1,3,42,NO APRENDIO,1
89075,2,2,24,23,APRENDIO,1
89076,5,2,12,33,NO APRENDIO,1
89077,3,2,15,42,NO APRENDIO,1
89078,5,1,5,7,APRENDIO,1
89079,1,1,23,29,NO APRENDIO,1
89080,3,1,4,36,NO APRENDIO,1
89081,3,2,20,49,NO APRENDIO,1
89082,2,3,23,13,NO APRENDIO,1
89083,6,1,13,50,NO APRENDIO,1
89084,5,3,3,25,APRENDIO,1
89085,4,2,1,48,NO APRENDIO,1
89086,3,1,28,50,NO APRENDIO,1
89087,4,1,18,20,NO APRENDIO,1
89088,3,3,23,27,NO APRENDIO,1
89089,6,3,14,1,APRENDIO,1
89090,6,3,14,20,APRENDIO,1
89091,6,1,25,3,NO APRENDIO,1
89092,6,1,6,33,NO APRENDIO,1
89093,6,2,28,7,APRENDIO,1
89094,5,1,4,26,NO APRENDIO,1
89095,5,1,27,10,NO APRENDIO,1
89096,4,1,1,23,NO APRENDIO,1
89097,5,1,14,44,NO APRENDIO,1
89098,4,3,29,6,NO APRENDIO,1
89099,2,1,2,1,APRENDIO,1
89100,1,3,16,29,APRENDIO,1
89101,5,2,22,17,APRENDIO,1
89102,1,1,23,27,NO APRENDIO,1
89103,3,3,2,6,APRENDIO,1
89104,6,3,16,11,APRENDIO,1
89105,4,1,10,28,NO APRENDIO,1
89106,4,3,12,45,NO APRENDIO,1
89107,1,1,25,28,NO APRENDIO,1
89108,3,2,2,36,NO APRENDIO,1
89109,6,3,5,20,APRENDIO,1
89110,4,2,16,32,NO APRENDIO,1
89111,6,3,11,18,APRENDIO,1
89112,3,3,21,43,NO APRENDIO,1
89113,6,3,10,14,APRENDIO,1
89114,6,3,13,44,NO APRENDIO,1
89115,3,2,14,18,APRENDIO,1
89116,6,1,12,47,NO APRENDIO,1
89117,1,3,23,11,NO APRENDIO,1
89118,5,3,19,1,APRENDIO,1
89119,2,2,27,37,NO APRENDIO,1
89120,5,2,26,21,APRENDIO,1
89121,2,3,11,34,APRENDIO,1
89122,3,1,17,36,NO APRENDIO,1
89123,6,2,10,30,NO APRENDIO,1
89124,2,3,30,44,NO APRENDIO,1
89125,3,3,25,23,NO APRENDIO,1
89126,3,3,20,21,APRENDIO,1
89127,3,1,23,33,NO APRENDIO,1
89128,1,2,12,26,NO APRENDIO,1
89129,5,2,8,43,NO APRENDIO,1
89130,5,2,11,39,NO APRENDIO,1
89131,3,2,7,2,APRENDIO,1
89132,5,1,16,50,NO APRENDIO,1
89133,4,2,6,33,NO APRENDIO,1
89134,6,3,7,9,APRENDIO,1
89135,2,2,13,43,NO APRENDIO,1
89136,2,3,27,19,NO APRENDIO,1
89137,4,1,15,26,NO APRENDIO,1
89138,2,1,12,37,NO APRENDIO,1
89139,4,1,4,14,APRENDIO,1
89140,1,3,15,34,APRENDIO,1
89141,6,3,4,20,APRENDIO,1
89142,1,1,28,40,NO APRENDIO,1
89143,4,3,27,8,NO APRENDIO,1
89144,6,1,9,3,APRENDIO,1
89145,3,2,14,11,APRENDIO,1
89146,3,2,11,46,NO APRENDIO,1
89147,5,3,20,23,APRENDIO,1
89148,4,1,8,15,APRENDIO,1
89149,2,3,3,37,NO APRENDIO,1
89150,4,1,5,47,NO APRENDIO,1
89151,1,3,11,3,APRENDIO,1
89152,2,1,7,42,NO APRENDIO,1
89153,2,2,16,7,APRENDIO,1
89154,6,1,10,23,NO APRENDIO,1
89155,5,3,10,28,APRENDIO,1
89156,3,1,25,40,NO APRENDIO,1
89157,5,3,12,32,APRENDIO,1
89158,5,1,29,15,NO APRENDIO,1
89159,6,3,29,50,NO APRENDIO,1
89160,1,3,1,15,APRENDIO,1
89161,2,2,14,38,NO APRENDIO,1
89162,5,2,14,46,NO APRENDIO,1
89163,6,2,29,5,NO APRENDIO,1
89164,5,1,7,1,APRENDIO,1
89165,1,1,5,45,NO APRENDIO,1
89166,2,1,5,42,NO APRENDIO,1
89167,6,2,18,20,APRENDIO,1
89168,1,2,24,38,NO APRENDIO,1
89169,6,3,1,39,NO APRENDIO,1
89170,2,3,13,42,NO APRENDIO,1
89171,1,3,7,12,APRENDIO,1
89172,1,1,2,23,NO APRENDIO,1
89173,4,1,16,47,NO APRENDIO,1
89174,6,3,18,44,NO APRENDIO,1
89175,5,1,1,32,NO APRENDIO,1
89176,2,3,27,9,NO APRENDIO,1
89177,3,3,7,13,APRENDIO,1
89178,5,3,14,21,APRENDIO,1
89179,3,3,16,21,APRENDIO,1
89180,4,3,16,46,NO APRENDIO,1
89181,4,2,13,36,NO APRENDIO,1
89182,1,3,17,4,APRENDIO,1
89183,1,3,27,1,NO APRENDIO,1
89184,6,3,10,19,APRENDIO,1
89185,4,2,8,21,APRENDIO,1
89186,4,2,9,43,NO APRENDIO,1
89187,5,1,3,36,NO APRENDIO,1
89188,2,1,5,19,NO APRENDIO,1
89189,2,1,6,2,APRENDIO,1
89190,5,2,11,25,APRENDIO,1
89191,2,1,18,24,NO APRENDIO,1
89192,1,3,4,21,APRENDIO,1
89193,4,2,30,46,NO APRENDIO,1
89194,6,3,6,15,APRENDIO,1
