grade,game,level,moves,time,result_test,result_game,time_per_move,move_efficiency
Sixth Grade,Hanoi,2,14,31,Failed,Failed,2.2142857142857144,2.8
Fourth Grade,Hanoi,2,11,42,Failed,Failed,3.8181818181818183,2.2
Fourth Grade,Hanoi,1,14,30,Failed,Failed,2.142857142857143,3.5
Second Grade,Hanoi,3,22,28,Failed,Failed,1.2727272727272727,2.4444444444444446
Second Grade,Hanoi,2,12,22,Failed,Failed,1.8333333333333333,2.4
Sixth Grade,Hanoi,1,12,13,Failed,Failed,1.0833333333333333,3.0
Sixth Grade,Hanoi,1,3,22,Failed,Failed,7.333333333333333,0.75
Fifth Grade,Hanoi,3,29,39,Failed,Failed,1.3448275862068966,3.2222222222222223
Third Grade,Hanoi,2,12,18,Failed,Failed,1.5,2.4
Second Grade,Hanoi,1,25,34,Failed,Failed,1.36,6.25
Second Grade,Hanoi,2,8,30,Failed,Failed,3.75,1.6
First Grade,Hanoi,1,4,25,Failed,Failed,6.25,1.0
Third Grade,Hanoi,1,18,37,Failed,Failed,2.0555555555555554,4.5
Third Grade,Hanoi,2,8,21,Failed,Failed,2.625,1.6
Fourth Grade,Hanoi,3,21,21,Failed,Failed,1.0,2.3333333333333335
Third Grade,Hanoi,1,4,12,Passed,Failed,3.0,1.0
Second Grade,Hanoi,3,21,34,Failed,Failed,1.619047619047619,2.3333333333333335
Fourth Grade,Hanoi,1,18,42,Failed,Failed,2.3333333333333335,4.5
Sixth Grade,Hanoi,1,17,43,Failed,Failed,2.5294117647058822,4.25
Fourth Grade,Hanoi,2,14,37,Failed,Failed,2.642857142857143,2.8
Third Grade,Hanoi,2,30,34,Failed,Failed,1.1333333333333333,6.0
Second Grade,Hanoi,3,17,17,Failed,Failed,1.0,1.8888888888888888
Third Grade,Hanoi,2,24,29,Failed,Failed,1.2083333333333333,4.8
Fourth Grade,Hanoi,2,17,18,Failed,Failed,1.0588235294117647,3.4
Second Grade,Hanoi,1,7,13,Failed,Failed,1.8571428571428572,1.75
Sixth Grade,Hanoi,2,30,34,Failed,Failed,1.1333333333333333,6.0
Sixth Grade,Hanoi,2,14,29,Failed,Failed,2.0714285714285716,2.8
Sixth Grade,Hanoi,1,7,50,Failed,Failed,7.142857142857143,1.75
Third Grade,Hanoi,3,15,33,Failed,Failed,2.2,1.6666666666666667
Fourth Grade,Hanoi,1,16,48,Failed,Failed,3.0,4.0
Third Grade,Hanoi,1,25,50,Failed,Failed,2.0,6.25
Third Grade,Hanoi,3,23,49,Failed,Failed,2.130434782608696,2.5555555555555554
Second Grade,Hanoi,1,4,39,Failed,Failed,9.75,1.0
Fourth Grade,Hanoi,2,30,49,Failed,Failed,1.6333333333333333,6.0
Sixth Grade,Hanoi,3,22,29,Failed,Failed,1.3181818181818181,2.4444444444444446
Sixth Grade,Hanoi,1,6,25,Failed,Failed,4.166666666666667,1.5
Second Grade,Hanoi,1,3,45,Failed,Failed,15.0,0.75
Fourth Grade,Hanoi,1,28,48,Failed,Failed,1.7142857142857142,7.0
Fourth Grade,Hanoi,1,10,16,Failed,Failed,1.6,2.5
Fifth Grade,Hanoi,3,28,44,Failed,Failed,1.5714285714285714,3.111111111111111
First Grade,Hanoi,2,9,30,Failed,Failed,3.3333333333333335,1.8
Fourth Grade,Hanoi,1,15,23,Failed,Failed,1.5333333333333334,3.75
Fifth Grade,Hanoi,3,22,48,Failed,Failed,2.1818181818181817,2.4444444444444446
First Grade,Hanoi,1,24,35,Failed,Failed,1.4583333333333333,6.0
Third Grade,Hanoi,1,27,44,Failed,Failed,1.6296296296296295,6.75
Fifth Grade,Hanoi,2,10,10,Failed,Failed,1.0,2.0
Fifth Grade,Hanoi,3,27,27,Failed,Failed,1.0,3.0
Second Grade,Hanoi,2,10,23,Failed,Failed,2.3,2.0
Second Grade,Hanoi,1,25,45,Failed,Failed,1.8,6.25
Fifth Grade,Hanoi,1,16,17,Failed,Failed,1.0625,4.0
Third Grade,Hanoi,2,9,47,Failed,Failed,5.222222222222222,1.8
Fifth Grade,Hanoi,2,28,43,Failed,Failed,1.5357142857142858,5.6
Sixth Grade,Hanoi,3,29,43,Failed,Failed,1.4827586206896552,3.2222222222222223
Fourth Grade,Hanoi,1,3,10,Passed,Failed,3.3333333333333335,0.75
Fourth Grade,Hanoi,1,12,18,Failed,Failed,1.5,3.0
Sixth Grade,Hanoi,1,3,34,Failed,Failed,11.333333333333334,0.75
Third Grade,Hanoi,1,23,44,Failed,Failed,1.9130434782608696,5.75
First Grade,Hanoi,2,26,27,Failed,Failed,1.0384615384615385,5.2
Third Grade,Hanoi,1,7,9,Failed,Failed,1.2857142857142858,1.75
Third Grade,Hanoi,1,27,37,Failed,Failed,1.3703703703703705,6.75
Second Grade,Hanoi,1,21,50,Failed,Failed,2.380952380952381,5.25
Fifth Grade,Hanoi,1,25,38,Failed,Failed,1.52,6.25
Third Grade,Hanoi,1,27,39,Failed,Failed,1.4444444444444444,6.75
Fifth Grade,Hanoi,1,21,39,Failed,Failed,1.8571428571428572,5.25
Fourth Grade,Hanoi,2,20,47,Failed,Failed,2.35,4.0
Fifth Grade,Hanoi,3,26,28,Failed,Failed,1.0769230769230769,2.888888888888889
Fifth Grade,Hanoi,1,7,11,Failed,Failed,1.5714285714285714,1.75
First Grade,Hanoi,1,7,22,Failed,Failed,3.142857142857143,1.75
Fifth Grade,Hanoi,1,20,44,Failed,Failed,2.2,5.0
Fifth Grade,Hanoi,2,26,32,Failed,Failed,1.2307692307692308,5.2
First Grade,Hanoi,3,23,27,Failed,Failed,1.173913043478261,2.5555555555555554
Second Grade,Hanoi,1,13,22,Failed,Failed,1.6923076923076923,3.25
Third Grade,Hanoi,1,23,41,Failed,Failed,1.7826086956521738,5.75
Fourth Grade,Hanoi,1,11,46,Failed,Failed,4.181818181818182,2.75
Sixth Grade,Hanoi,3,19,34,Failed,Failed,1.7894736842105263,2.111111111111111
First Grade,Hanoi,2,14,22,Failed,Failed,1.5714285714285714,2.8
Second Grade,Hanoi,1,18,25,Failed,Failed,1.3888888888888888,4.5
First Grade,Hanoi,3,16,29,Failed,Failed,1.8125,1.7777777777777777
Second Grade,Hanoi,2,28,31,Failed,Failed,1.1071428571428572,5.6
Second Grade,Hanoi,2,15,44,Failed,Failed,2.933333333333333,3.0
Third Grade,Hanoi,2,24,45,Failed,Failed,1.875,4.8
Fourth Grade,Hanoi,3,18,28,Failed,Failed,1.5555555555555556,2.0
Fifth Grade,Hanoi,1,26,31,Failed,Failed,1.1923076923076923,6.5
Fourth Grade,Hanoi,3,15,42,Failed,Failed,2.8,1.6666666666666667
Fourth Grade,Hanoi,2,19,38,Failed,Failed,2.0,3.8
Fourth Grade,Hanoi,3,21,34,Failed,Failed,1.619047619047619,2.3333333333333335
Sixth Grade,Hanoi,2,27,31,Failed,Failed,1.1481481481481481,5.4
Sixth Grade,Hanoi,2,8,26,Failed,Failed,3.25,1.6
Second Grade,Hanoi,2,23,31,Failed,Failed,1.3478260869565217,4.6
Second Grade,Hanoi,1,11,11,Failed,Failed,1.0,2.75
First Grade,Hanoi,3,17,32,Failed,Failed,1.8823529411764706,1.8888888888888888
Sixth Grade,Hanoi,1,15,37,Failed,Failed,2.466666666666667,3.75
Fifth Grade,Hanoi,3,20,49,Failed,Failed,2.45,2.2222222222222223
Second Grade,Hanoi,2,27,42,Failed,Failed,1.5555555555555556,5.4
Fifth Grade,Hanoi,1,22,45,Failed,Failed,2.0454545454545454,5.5
First Grade,Hanoi,2,15,40,Failed,Failed,2.6666666666666665,3.0
Fifth Grade,Hanoi,2,12,37,Failed,Failed,3.0833333333333335,2.4
Fifth Grade,Hanoi,1,9,45,Failed,Failed,5.0,2.25
First Grade,Hanoi,3,18,20,Failed,Failed,1.1111111111111112,2.0
First Grade,Hanoi,2,14,24,Failed,Failed,1.7142857142857142,2.8
Fifth Grade,Hanoi,1,27,34,Failed,Failed,1.2592592592592593,6.75
First Grade,Hanoi,1,5,9,Failed,Failed,1.8,1.25
Sixth Grade,Hanoi,3,17,41,Failed,Failed,2.411764705882353,1.8888888888888888
First Grade,Hanoi,1,5,48,Failed,Failed,9.6,1.25
First Grade,Hanoi,1,25,36,Failed,Failed,1.44,6.25
Third Grade,Hanoi,1,14,35,Failed,Failed,2.5,3.5
Third Grade,Hanoi,2,7,46,Failed,Failed,6.571428571428571,1.4
Sixth Grade,Hanoi,2,23,37,Failed,Failed,1.608695652173913,4.6
Sixth Grade,Hanoi,1,25,29,Failed,Failed,1.16,6.25
Second Grade,Hanoi,1,4,16,Failed,Failed,4.0,1.0
Fifth Grade,Hanoi,3,28,32,Failed,Failed,1.1428571428571428,3.111111111111111
Second Grade,Hanoi,2,17,41,Failed,Failed,2.411764705882353,3.4
Sixth Grade,Hanoi,2,25,37,Failed,Failed,1.48,5.0
Third Grade,Hanoi,2,8,26,Failed,Failed,3.25,1.6
First Grade,Hanoi,2,10,39,Failed,Failed,3.9,2.0
Second Grade,Hanoi,2,29,35,Failed,Failed,1.206896551724138,5.8
Third Grade,Hanoi,2,28,49,Failed,Failed,1.75,5.6
Third Grade,Hanoi,3,20,45,Failed,Failed,2.25,2.2222222222222223
Third Grade,Hanoi,1,25,40,Failed,Failed,1.6,6.25
First Grade,Hanoi,2,14,14,Failed,Failed,1.0,2.8
First Grade,Hanoi,3,24,36,Failed,Failed,1.5,2.6666666666666665
Third Grade,Hanoi,1,30,42,Failed,Failed,1.4,7.5
First Grade,Hanoi,1,5,50,Failed,Failed,10.0,1.25
Fifth Grade,Hanoi,1,16,31,Failed,Failed,1.9375,4.0
Second Grade,Hanoi,2,15,49,Failed,Failed,3.2666666666666666,3.0
Third Grade,Hanoi,2,28,49,Failed,Failed,1.75,5.6
Fourth Grade,Hanoi,1,8,20,Failed,Failed,2.5,2.0
First Grade,Hanoi,3,23,48,Failed,Failed,2.0869565217391304,2.5555555555555554
Fifth Grade,Hanoi,3,24,45,Failed,Failed,1.875,2.6666666666666665
Second Grade,Hanoi,3,20,42,Failed,Failed,2.1,2.2222222222222223
Fifth Grade,Hanoi,3,15,45,Failed,Failed,3.0,1.6666666666666667
First Grade,Hanoi,2,11,20,Failed,Failed,1.8181818181818181,2.2
First Grade,Hanoi,2,18,50,Failed,Failed,2.7777777777777777,3.6
Second Grade,Hanoi,1,10,40,Failed,Failed,4.0,2.5
First Grade,Hanoi,2,22,28,Failed,Failed,1.2727272727272727,4.4
Sixth Grade,Hanoi,2,28,29,Failed,Failed,1.0357142857142858,5.6
Sixth Grade,Hanoi,1,4,50,Failed,Failed,12.5,1.0
First Grade,Hanoi,2,20,34,Failed,Failed,1.7,4.0
Fifth Grade,Hanoi,1,3,32,Failed,Failed,10.666666666666666,0.75
First Grade,Hanoi,1,23,29,Failed,Failed,1.2608695652173914,5.75
Fourth Grade,Hanoi,2,11,39,Failed,Failed,3.5454545454545454,2.2
Fourth Grade,Hanoi,1,17,47,Failed,Failed,2.764705882352941,4.25
Third Grade,Hanoi,2,9,15,Failed,Failed,1.6666666666666667,1.8
Sixth Grade,Hanoi,2,8,43,Failed,Failed,5.375,1.6
Third Grade,Hanoi,1,16,19,Failed,Failed,1.1875,4.0
Third Grade,Hanoi,3,30,45,Failed,Failed,1.5,3.3333333333333335
Fifth Grade,Hanoi,1,13,31,Failed,Failed,2.3846153846153846,3.25
First Grade,Hanoi,1,15,31,Failed,Failed,2.066666666666667,3.75
First Grade,Hanoi,3,15,44,Failed,Failed,2.933333333333333,1.6666666666666667
First Grade,Hanoi,1,18,28,Failed,Failed,1.5555555555555556,4.5
Third Grade,Hanoi,1,10,35,Failed,Failed,3.5,2.5
First Grade,Hanoi,1,7,16,Failed,Failed,2.2857142857142856,1.75
Fourth Grade,Hanoi,2,20,26,Failed,Failed,1.3,4.0
Fifth Grade,Hanoi,3,19,29,Failed,Failed,1.5263157894736843,2.111111111111111
Fifth Grade,Hanoi,2,27,49,Failed,Failed,1.8148148148148149,5.4
Second Grade,Hanoi,1,15,36,Failed,Failed,2.4,3.75
Fourth Grade,Hanoi,1,11,16,Failed,Failed,1.4545454545454546,2.75
First Grade,Hanoi,3,17,48,Failed,Failed,2.823529411764706,1.8888888888888888
Sixth Grade,Hanoi,2,18,20,Failed,Failed,1.1111111111111112,3.6
First Grade,Hanoi,1,15,18,Failed,Failed,1.2,3.75
Sixth Grade,Hanoi,2,10,16,Failed,Failed,1.6,2.0
Third Grade,Hanoi,2,20,29,Failed,Failed,1.45,4.0
Sixth Grade,Hanoi,1,7,36,Failed,Failed,5.142857142857143,1.75
Second Grade,Hanoi,1,7,45,Failed,Failed,6.428571428571429,1.75
Sixth Grade,Hanoi,1,15,29,Failed,Failed,1.9333333333333333,3.75
Fourth Grade,Hanoi,1,14,21,Failed,Failed,1.5,3.5
Sixth Grade,Hanoi,2,22,36,Failed,Failed,1.6363636363636365,4.4
Sixth Grade,Hanoi,1,15,43,Failed,Failed,2.8666666666666667,3.75
First Grade,Hanoi,2,28,34,Failed,Failed,1.2142857142857142,5.6
Fourth Grade,Hanoi,1,28,30,Failed,Failed,1.0714285714285714,7.0
First Grade,Hanoi,1,25,39,Failed,Failed,1.56,6.25
Third Grade,Hanoi,1,29,40,Failed,Failed,1.3793103448275863,7.25
Fourth Grade,Hanoi,1,30,32,Failed,Failed,1.0666666666666667,7.5
First Grade,Hanoi,2,9,28,Failed,Failed,3.111111111111111,1.8
Sixth Grade,Hanoi,2,10,38,Failed,Failed,3.8,2.0
Fifth Grade,Hanoi,2,16,32,Failed,Failed,2.0,3.2
Sixth Grade,Hanoi,3,16,35,Failed,Failed,2.1875,1.7777777777777777
First Grade,Hanoi,2,13,48,Failed,Failed,3.6923076923076925,2.6
Sixth Grade,Hanoi,3,19,19,Failed,Failed,1.0,2.111111111111111
Fifth Grade,Hanoi,1,26,38,Failed,Failed,1.4615384615384615,6.5
Fourth Grade,Hanoi,2,11,44,Failed,Failed,4.0,2.2
Fifth Grade,Hanoi,3,29,41,Failed,Failed,1.4137931034482758,3.2222222222222223
Fourth Grade,Hanoi,2,7,16,Failed,Failed,2.2857142857142856,1.4
Fifth Grade,Hanoi,1,5,34,Failed,Failed,6.8,1.25
Third Grade,Hanoi,2,29,32,Failed,Failed,1.103448275862069,5.8
Fourth Grade,Hanoi,2,23,36,Failed,Failed,1.565217391304348,4.6
Fourth Grade,Hanoi,3,27,40,Failed,Failed,1.4814814814814814,3.0
Fifth Grade,Hanoi,3,18,26,Failed,Failed,1.4444444444444444,2.0
First Grade,Hanoi,1,27,43,Failed,Failed,1.5925925925925926,6.75
Sixth Grade,Hanoi,2,29,42,Failed,Failed,1.4482758620689655,5.8
Sixth Grade,Hanoi,1,18,22,Failed,Failed,1.2222222222222223,4.5
First Grade,Hanoi,1,17,26,Failed,Failed,1.5294117647058822,4.25
Third Grade,Hanoi,1,7,21,Failed,Failed,3.0,1.75
First Grade,Hanoi,1,17,37,Failed,Failed,2.176470588235294,4.25
Third Grade,Hanoi,3,19,30,Failed,Failed,1.5789473684210527,2.111111111111111
Fifth Grade,Hanoi,2,26,26,Failed,Failed,1.0,5.2
Fourth Grade,Hanoi,1,25,33,Failed,Failed,1.32,6.25
Fourth Grade,Hanoi,1,7,11,Failed,Failed,1.5714285714285714,1.75
Third Grade,Hanoi,3,27,34,Failed,Failed,1.2592592592592593,3.0
Second Grade,Hanoi,3,28,40,Failed,Failed,1.4285714285714286,3.111111111111111
Fourth Grade,Hanoi,1,30,32,Failed,Failed,1.0666666666666667,7.5
Fifth Grade,Hanoi,2,8,12,Failed,Failed,1.5,1.6
Third Grade,Hanoi,3,22,43,Failed,Failed,1.9545454545454546,2.4444444444444446
Third Grade,Hanoi,1,18,28,Failed,Failed,1.5555555555555556,4.5
Sixth Grade,Hanoi,3,25,33,Failed,Failed,1.32,2.7777777777777777
Second Grade,Hanoi,2,13,44,Failed,Failed,3.3846153846153846,2.6
Fourth Grade,Hanoi,3,22,27,Failed,Failed,1.2272727272727273,2.4444444444444446
Second Grade,Hanoi,2,16,27,Failed,Failed,1.6875,3.2
Fifth Grade,Hanoi,3,24,24,Failed,Failed,1.0,2.6666666666666665
Second Grade,Hanoi,1,27,28,Failed,Failed,1.037037037037037,6.75
Second Grade,Hanoi,1,9,25,Failed,Failed,2.7777777777777777,2.25
Second Grade,Hanoi,1,4,40,Failed,Failed,10.0,1.0
First Grade,Hanoi,1,3,40,Failed,Failed,13.333333333333334,0.75
First Grade,Hanoi,3,16,46,Failed,Failed,2.875,1.7777777777777777
Third Grade,Hanoi,2,23,33,Failed,Failed,1.434782608695652,4.6
Third Grade,Hanoi,1,14,35,Failed,Failed,2.5,3.5
Fourth Grade,Hanoi,2,13,32,Failed,Failed,2.4615384615384617,2.6
Fifth Grade,Hanoi,1,3,30,Failed,Failed,10.0,0.75
Third Grade,Hanoi,1,26,39,Failed,Failed,1.5,6.5
Fifth Grade,Hanoi,2,12,13,Failed,Failed,1.0833333333333333,2.4
Second Grade,Hanoi,1,13,49,Failed,Failed,3.769230769230769,3.25
Second Grade,Hanoi,1,5,50,Failed,Failed,10.0,1.25
First Grade,Hanoi,2,21,41,Failed,Failed,1.9523809523809523,4.2
First Grade,Hanoi,1,22,27,Failed,Failed,1.2272727272727273,5.5
Sixth Grade,Hanoi,1,7,23,Failed,Failed,3.2857142857142856,1.75
First Grade,Hanoi,3,17,40,Failed,Failed,2.3529411764705883,1.8888888888888888
Sixth Grade,Hanoi,2,14,18,Failed,Failed,1.2857142857142858,2.8
Third Grade,Hanoi,1,13,31,Failed,Failed,2.3846153846153846,3.25
Fourth Grade,Hanoi,1,4,48,Failed,Failed,12.0,1.0
Third Grade,Hanoi,3,20,38,Failed,Failed,1.9,2.2222222222222223
Sixth Grade,Hanoi,2,29,45,Failed,Failed,1.5517241379310345,5.8
Fourth Grade,Hanoi,1,14,45,Failed,Failed,3.2142857142857144,3.5
Second Grade,Hanoi,2,21,32,Failed,Failed,1.5238095238095237,4.2
Second Grade,Hanoi,2,9,18,Failed,Failed,2.0,1.8
Sixth Grade,Hanoi,1,9,41,Failed,Failed,4.555555555555555,2.25
Third Grade,Hanoi,2,9,40,Failed,Failed,4.444444444444445,1.8
Fifth Grade,Hanoi,1,16,42,Failed,Failed,2.625,4.0
Sixth Grade,Hanoi,2,8,13,Failed,Failed,1.625,1.6
Fourth Grade,Hanoi,2,10,35,Failed,Failed,3.5,2.0
Second Grade,Hanoi,1,5,27,Failed,Failed,5.4,1.25
First Grade,Hanoi,1,5,33,Failed,Failed,6.6,1.25
First Grade,Hanoi,3,26,45,Failed,Failed,1.7307692307692308,2.888888888888889
Third Grade,Hanoi,2,10,10,Failed,Failed,1.0,2.0
Sixth Grade,Hanoi,2,10,34,Failed,Failed,3.4,2.0
First Grade,Hanoi,2,16,27,Failed,Failed,1.6875,3.2
Sixth Grade,Hanoi,1,16,23,Failed,Failed,1.4375,4.0
Third Grade,Hanoi,1,16,17,Failed,Failed,1.0625,4.0
Second Grade,Hanoi,1,13,49,Failed,Failed,3.769230769230769,3.25
Sixth Grade,Hanoi,1,24,29,Failed,Failed,1.2083333333333333,6.0
Sixth Grade,Hanoi,3,23,49,Failed,Failed,2.130434782608696,2.5555555555555554
Fourth Grade,Hanoi,2,29,44,Failed,Failed,1.5172413793103448,5.8
Second Grade,Hanoi,1,12,32,Failed,Failed,2.6666666666666665,3.0
Fifth Grade,Hanoi,2,13,47,Failed,Failed,3.6153846153846154,2.6
Third Grade,Hanoi,2,12,35,Failed,Failed,2.9166666666666665,2.4
First Grade,Hanoi,3,18,39,Failed,Failed,2.1666666666666665,2.0
Fifth Grade,Hanoi,2,23,25,Failed,Failed,1.0869565217391304,4.6
Second Grade,Hanoi,1,30,36,Failed,Failed,1.2,7.5
Second Grade,Hanoi,2,17,48,Failed,Failed,2.823529411764706,3.4
Third Grade,Hanoi,2,17,41,Failed,Failed,2.411764705882353,3.4
First Grade,Hanoi,2,12,27,Failed,Failed,2.25,2.4
Sixth Grade,Hanoi,1,14,24,Failed,Failed,1.7142857142857142,3.5
Third Grade,Hanoi,2,14,38,Failed,Failed,2.7142857142857144,2.8
Fifth Grade,Hanoi,2,28,43,Failed,Failed,1.5357142857142858,5.6
Sixth Grade,Hanoi,3,19,32,Failed,Failed,1.6842105263157894,2.111111111111111
Second Grade,Hanoi,3,23,47,Failed,Failed,2.0434782608695654,2.5555555555555554
Fourth Grade,Hanoi,1,8,15,Failed,Failed,1.875,2.0
Fifth Grade,Hanoi,1,6,23,Failed,Failed,3.8333333333333335,1.5
Third Grade,Hanoi,1,27,42,Failed,Failed,1.5555555555555556,6.75
First Grade,Hanoi,1,24,33,Failed,Failed,1.375,6.0
First Grade,Hanoi,1,4,14,Passed,Failed,3.5,1.0
Fifth Grade,Hanoi,3,20,20,Failed,Failed,1.0,2.2222222222222223
Second Grade,Hanoi,1,21,38,Failed,Failed,1.8095238095238095,5.25
Third Grade,Hanoi,1,21,44,Failed,Failed,2.0952380952380953,5.25
First Grade,Hanoi,2,27,49,Failed,Failed,1.8148148148148149,5.4
Sixth Grade,Hanoi,2,13,39,Failed,Failed,3.0,2.6
First Grade,Hanoi,3,27,42,Failed,Failed,1.5555555555555556,3.0
Fourth Grade,Hanoi,1,14,25,Failed,Failed,1.7857142857142858,3.5
Third Grade,Hanoi,3,16,27,Failed,Failed,1.6875,1.7777777777777777
First Grade,Hanoi,2,13,26,Failed,Failed,2.0,2.6
First Grade,Hanoi,2,12,35,Failed,Failed,2.9166666666666665,2.4
Fifth Grade,Hanoi,2,18,26,Failed,Failed,1.4444444444444444,3.6
Sixth Grade,Hanoi,1,30,31,Failed,Failed,1.0333333333333334,7.5
Sixth Grade,Hanoi,2,17,46,Failed,Failed,2.7058823529411766,3.4
First Grade,Hanoi,2,23,43,Failed,Failed,1.8695652173913044,4.6
First Grade,Hanoi,3,28,38,Failed,Failed,1.3571428571428572,3.111111111111111
Sixth Grade,Hanoi,1,18,34,Failed,Failed,1.8888888888888888,4.5
Fifth Grade,Hanoi,3,20,21,Failed,Failed,1.05,2.2222222222222223
Sixth Grade,Hanoi,1,22,49,Failed,Failed,2.227272727272727,5.5
Sixth Grade,Hanoi,3,16,24,Failed,Failed,1.5,1.7777777777777777
Fifth Grade,Hanoi,2,11,14,Failed,Failed,1.2727272727272727,2.2
Third Grade,Hanoi,1,12,40,Failed,Failed,3.3333333333333335,3.0
Second Grade,Hanoi,2,20,33,Failed,Failed,1.65,4.0
Sixth Grade,Hanoi,3,17,37,Failed,Failed,2.176470588235294,1.8888888888888888
Second Grade,Hanoi,2,7,26,Failed,Failed,3.7142857142857144,1.4
Sixth Grade,Hanoi,2,12,23,Failed,Failed,1.9166666666666667,2.4
Fifth Grade,Hanoi,2,16,26,Failed,Failed,1.625,3.2
First Grade,Hanoi,3,30,46,Failed,Failed,1.5333333333333334,3.3333333333333335
Third Grade,Hanoi,1,23,32,Failed,Failed,1.391304347826087,5.75
Fifth Grade,Hanoi,2,16,42,Failed,Failed,2.625,3.2
Third Grade,Hanoi,2,24,33,Failed,Failed,1.375,4.8
Fifth Grade,Hanoi,2,22,38,Failed,Failed,1.7272727272727273,4.4
Fifth Grade,Hanoi,2,9,21,Failed,Failed,2.3333333333333335,1.8
Sixth Grade,Hanoi,3,15,46,Failed,Failed,3.066666666666667,1.6666666666666667
Sixth Grade,Hanoi,3,15,43,Failed,Failed,2.8666666666666667,1.6666666666666667
Fifth Grade,Hanoi,2,18,23,Failed,Failed,1.2777777777777777,3.6
Third Grade,Hanoi,3,24,33,Failed,Failed,1.375,2.6666666666666665
Sixth Grade,Hanoi,3,22,29,Failed,Failed,1.3181818181818181,2.4444444444444446
First Grade,Hanoi,1,24,33,Failed,Failed,1.375,6.0
Sixth Grade,Hanoi,2,28,35,Failed,Failed,1.25,5.6
First Grade,Hanoi,1,20,50,Failed,Failed,2.5,5.0
Sixth Grade,Hanoi,1,12,40,Failed,Failed,3.3333333333333335,3.0
Second Grade,Hanoi,1,23,33,Failed,Failed,1.434782608695652,5.75
Sixth Grade,Hanoi,3,27,40,Failed,Failed,1.4814814814814814,3.0
First Grade,Hanoi,3,16,43,Failed,Failed,2.6875,1.7777777777777777
Second Grade,Hanoi,1,29,29,Failed,Failed,1.0,7.25
Fifth Grade,Hanoi,1,17,21,Failed,Failed,1.2352941176470589,4.25
Fourth Grade,Hanoi,3,23,30,Failed,Failed,1.3043478260869565,2.5555555555555554
Sixth Grade,Hanoi,1,15,27,Failed,Failed,1.8,3.75
Sixth Grade,Hanoi,2,27,40,Failed,Failed,1.4814814814814814,5.4
Third Grade,Hanoi,1,13,24,Failed,Failed,1.8461538461538463,3.25
Third Grade,Hanoi,2,9,38,Failed,Failed,4.222222222222222,1.8
Sixth Grade,Hanoi,2,28,44,Failed,Failed,1.5714285714285714,5.6
First Grade,Hanoi,3,19,31,Failed,Failed,1.631578947368421,2.111111111111111
Sixth Grade,Hanoi,1,28,43,Failed,Failed,1.5357142857142858,7.0
Second Grade,Hanoi,1,3,50,Failed,Failed,16.666666666666668,0.75
Second Grade,Hanoi,3,19,48,Failed,Failed,2.526315789473684,2.111111111111111
Fourth Grade,Hanoi,2,15,26,Failed,Failed,1.7333333333333334,3.0
Second Grade,Hanoi,1,21,21,Failed,Failed,1.0,5.25
Third Grade,Hanoi,3,16,39,Failed,Failed,2.4375,1.7777777777777777
Sixth Grade,Hanoi,1,19,31,Failed,Failed,1.631578947368421,4.75
Third Grade,Hanoi,2,21,38,Failed,Failed,1.8095238095238095,4.2
Second Grade,Hanoi,3,29,36,Failed,Failed,1.2413793103448276,3.2222222222222223
First Grade,Hanoi,1,15,38,Failed,Failed,2.533333333333333,3.75
Second Grade,Hanoi,2,24,42,Failed,Failed,1.75,4.8
Third Grade,Hanoi,1,8,48,Failed,Failed,6.0,2.0
Fourth Grade,Hanoi,2,12,15,Failed,Failed,1.25,2.4
Second Grade,Hanoi,2,19,28,Failed,Failed,1.4736842105263157,3.8
Fourth Grade,Hanoi,2,10,10,Failed,Failed,1.0,2.0
First Grade,Hanoi,2,16,39,Failed,Failed,2.4375,3.2
Fourth Grade,Hanoi,1,8,14,Failed,Failed,1.75,2.0
First Grade,Hanoi,2,13,28,Failed,Failed,2.1538461538461537,2.6
Second Grade,Hanoi,1,16,38,Failed,Failed,2.375,4.0
Fourth Grade,Hanoi,3,22,29,Failed,Failed,1.3181818181818181,2.4444444444444446
Fifth Grade,Hanoi,2,21,23,Failed,Failed,1.0952380952380953,4.2
Fifth Grade,Hanoi,1,14,48,Failed,Failed,3.4285714285714284,3.5
Fourth Grade,Hanoi,2,21,36,Failed,Failed,1.7142857142857142,4.2
Sixth Grade,Hanoi,3,27,50,Failed,Failed,1.8518518518518519,3.0
Sixth Grade,Hanoi,3,16,31,Failed,Failed,1.9375,1.7777777777777777
Sixth Grade,Hanoi,2,11,21,Failed,Failed,1.9090909090909092,2.2
Second Grade,Hanoi,1,14,33,Failed,Failed,2.357142857142857,3.5
First Grade,Hanoi,1,12,32,Failed,Failed,2.6666666666666665,3.0
Second Grade,Hanoi,1,6,40,Failed,Failed,6.666666666666667,1.5
Fifth Grade,Hanoi,1,12,35,Failed,Failed,2.9166666666666665,3.0
Fourth Grade,Hanoi,3,20,30,Failed,Failed,1.5,2.2222222222222223
Third Grade,Hanoi,1,7,34,Failed,Failed,4.857142857142857,1.75
Second Grade,Hanoi,1,20,31,Failed,Failed,1.55,5.0
Third Grade,Hanoi,3,18,21,Failed,Failed,1.1666666666666667,2.0
Fifth Grade,Hanoi,2,24,38,Failed,Failed,1.5833333333333333,4.8
First Grade,Hanoi,1,12,14,Failed,Failed,1.1666666666666667,3.0
First Grade,Hanoi,3,28,44,Failed,Failed,1.5714285714285714,3.111111111111111
